     radius[mm]      wavelength[nm]           Cabs
      7.910e-01          5.0000e+02     0.0000e+00
      7.910e-01          5.1000e+02     0.0000e+00
      7.910e-01          5.2000e+02     0.0000e+00
      7.910e-01          5.3000e+02     0.0000e+00
      7.910e-01          5.4000e+02     0.0000e+00
      7.910e-01          5.5000e+02     0.0000e+00
      7.910e-01          5.6000e+02     0.0000e+00
      7.910e-01          5.7000e+02     0.0000e+00
      7.910e-01          5.8000e+02     0.0000e+00
      7.910e-01          5.9000e+02     0.0000e+00
      7.910e-01          6.0000e+02     0.0000e+00
      7.910e-01          6.1000e+02     0.0000e+00
      7.910e-01          6.2000e+02     0.0000e+00
      7.910e-01          6.3000e+02     0.0000e+00
      7.910e-01          6.4000e+02     0.0000e+00
      7.910e-01          6.5000e+02     0.0000e+00
      7.910e-01          6.6000e+02     0.0000e+00
      7.910e-01          6.7000e+02     0.0000e+00
      7.910e-01          6.8000e+02     0.0000e+00
      7.910e-01          6.9000e+02     0.0000e+00

      8.300e-01          4.0000e+02     0.0000e+00
      8.300e-01          4.1000e+02     0.0000e+00
      8.300e-01          4.2000e+02     0.0000e+00
      8.300e-01          4.3000e+02     0.0000e+00
      8.300e-01          4.4000e+02     0.0000e+00
      8.300e-01          4.5000e+02     0.0000e+00
      8.300e-01          4.6000e+02     0.0000e+00
      8.300e-01          4.7000e+02     0.0000e+00
      8.300e-01          4.8000e+02     0.0000e+00
      8.300e-01          4.9000e+02     0.0000e+00
      8.300e-01          5.0000e+02     0.0000e+00
      8.300e-01          5.1000e+02     0.0000e+00
      8.300e-01          5.2000e+02     0.0000e+00
      8.300e-01          5.3000e+02     0.0000e+00
      8.300e-01          5.4000e+02     0.0000e+00
      8.300e-01          5.5000e+02     0.0000e+00
      8.300e-01          5.6000e+02     0.0000e+00
      8.300e-01          5.7000e+02     0.0000e+00
      8.300e-01          5.8000e+02     0.0000e+00
      8.300e-01          5.9000e+02     0.0000e+00
      8.300e-01          6.0000e+02     0.0000e+00
      8.300e-01          6.1000e+02     0.0000e+00
      8.300e-01          6.2000e+02     0.0000e+00
      8.300e-01          6.3000e+02     0.0000e+00
      8.300e-01          6.4000e+02     0.0000e+00
      8.300e-01          6.5000e+02     0.0000e+00
      8.300e-01          6.6000e+02     0.0000e+00
      8.300e-01          6.7000e+02     0.0000e+00
      8.300e-01          6.8000e+02     0.0000e+00
      8.300e-01          6.9000e+02     0.0000e+00

      8.690e-01          4.0000e+02     0.0000e+00
      8.690e-01          4.1000e+02     0.0000e+00
      8.690e-01          4.2000e+02     0.0000e+00
      8.690e-01          4.3000e+02     0.0000e+00
      8.690e-01          4.4000e+02     0.0000e+00
      8.690e-01          4.5000e+02     0.0000e+00
      8.690e-01          4.6000e+02     0.0000e+00
      8.690e-01          4.7000e+02     0.0000e+00
      8.690e-01          4.8000e+02     0.0000e+00
      8.690e-01          4.9000e+02     0.0000e+00
      8.690e-01          5.0000e+02     0.0000e+00
      8.690e-01          5.1000e+02     0.0000e+00
      8.690e-01          5.2000e+02     0.0000e+00
      8.690e-01          5.3000e+02     0.0000e+00
      8.690e-01          5.4000e+02     0.0000e+00
      8.690e-01          5.5000e+02     0.0000e+00
      8.690e-01          5.6000e+02     0.0000e+00
      8.690e-01          5.7000e+02     0.0000e+00
      8.690e-01          5.8000e+02     0.0000e+00
      8.690e-01          5.9000e+02     0.0000e+00
      8.690e-01          6.0000e+02     0.0000e+00
      8.690e-01          6.1000e+02     0.0000e+00
      8.690e-01          6.2000e+02     0.0000e+00
      8.690e-01          6.3000e+02     0.0000e+00
      8.690e-01          6.4000e+02     0.0000e+00
      8.690e-01          6.5000e+02     0.0000e+00
      8.690e-01          6.6000e+02     0.0000e+00
      8.690e-01          6.7000e+02     0.0000e+00
      8.690e-01          6.8000e+02     0.0000e+00
      8.690e-01          6.9000e+02     0.0000e+00

      9.080e-01          4.0000e+02     0.0000e+00
      9.080e-01          4.1000e+02     0.0000e+00
      9.080e-01          4.2000e+02     0.0000e+00
      9.080e-01          4.3000e+02     0.0000e+00
      9.080e-01          4.4000e+02     0.0000e+00
      9.080e-01          4.5000e+02     0.0000e+00
      9.080e-01          4.6000e+02     0.0000e+00
      9.080e-01          4.7000e+02     0.0000e+00
      9.080e-01          4.8000e+02     0.0000e+00
      9.080e-01          4.9000e+02     0.0000e+00
      9.080e-01          5.0000e+02     0.0000e+00
      9.080e-01          5.1000e+02     0.0000e+00
      9.080e-01          5.2000e+02     0.0000e+00
      9.080e-01          5.3000e+02     0.0000e+00
      9.080e-01          5.4000e+02     0.0000e+00
      9.080e-01          5.5000e+02     0.0000e+00
      9.080e-01          5.6000e+02     0.0000e+00
      9.080e-01          5.7000e+02     0.0000e+00
      9.080e-01          5.8000e+02     0.0000e+00
      9.080e-01          5.9000e+02     0.0000e+00
      9.080e-01          6.0000e+02     0.0000e+00
      9.080e-01          6.1000e+02     0.0000e+00
      9.080e-01          6.2000e+02     0.0000e+00
      9.080e-01          6.3000e+02     0.0000e+00
      9.080e-01          6.4000e+02     0.0000e+00
      9.080e-01          6.5000e+02     0.0000e+00
      9.080e-01          6.6000e+02     0.0000e+00
      9.080e-01          6.7000e+02     0.0000e+00
      9.080e-01          6.8000e+02     0.0000e+00
      9.080e-01          6.9000e+02     0.0000e+00

      9.470e-01          4.0000e+02     0.0000e+00
      9.470e-01          4.1000e+02     0.0000e+00
      9.470e-01          4.2000e+02     0.0000e+00
      9.470e-01          4.3000e+02     0.0000e+00
      9.470e-01          4.4000e+02     0.0000e+00
      9.470e-01          4.5000e+02     0.0000e+00
      9.470e-01          4.6000e+02     0.0000e+00
      9.470e-01          4.7000e+02     0.0000e+00
      9.470e-01          4.8000e+02     0.0000e+00
      9.470e-01          4.9000e+02     0.0000e+00
      9.470e-01          5.0000e+02     0.0000e+00
      9.470e-01          5.1000e+02     0.0000e+00
      9.470e-01          5.2000e+02     0.0000e+00
      9.470e-01          5.3000e+02     0.0000e+00
      9.470e-01          5.4000e+02     0.0000e+00
      9.470e-01          5.5000e+02     0.0000e+00
      9.470e-01          5.6000e+02     0.0000e+00
      9.470e-01          5.7000e+02     0.0000e+00
      9.470e-01          5.8000e+02     0.0000e+00
      9.470e-01          5.9000e+02     0.0000e+00
      9.470e-01          6.0000e+02     0.0000e+00
      9.470e-01          6.1000e+02     0.0000e+00
      9.470e-01          6.2000e+02     0.0000e+00
      9.470e-01          6.3000e+02     0.0000e+00
      9.470e-01          6.4000e+02     0.0000e+00
      9.470e-01          6.5000e+02     0.0000e+00
      9.470e-01          6.6000e+02     0.0000e+00
      9.470e-01          6.7000e+02     0.0000e+00
      9.470e-01          6.8000e+02     0.0000e+00
      9.470e-01          6.9000e+02     0.0000e+00

      9.860e-01          4.0000e+02     0.0000e+00
      9.860e-01          4.1000e+02     0.0000e+00
      9.860e-01          4.2000e+02     0.0000e+00
      9.860e-01          4.3000e+02     0.0000e+00
      9.860e-01          4.4000e+02     0.0000e+00
      9.860e-01          4.5000e+02     0.0000e+00
      9.860e-01          4.6000e+02     0.0000e+00
      9.860e-01          4.7000e+02     0.0000e+00
      9.860e-01          4.8000e+02     0.0000e+00
      9.860e-01          4.9000e+02     0.0000e+00
      9.860e-01          5.0000e+02     0.0000e+00
      9.860e-01          5.1000e+02     0.0000e+00
      9.860e-01          5.2000e+02     0.0000e+00
      9.860e-01          5.3000e+02     0.0000e+00
      9.860e-01          5.4000e+02     0.0000e+00
      9.860e-01          5.5000e+02     0.0000e+00
      9.860e-01          5.6000e+02     0.0000e+00
      9.860e-01          5.7000e+02     0.0000e+00
      9.860e-01          5.8000e+02     0.0000e+00
      9.860e-01          5.9000e+02     0.0000e+00
      9.860e-01          6.0000e+02     0.0000e+00
      9.860e-01          6.1000e+02     0.0000e+00
      9.860e-01          6.2000e+02     0.0000e+00
      9.860e-01          6.3000e+02     0.0000e+00
      9.860e-01          6.4000e+02     0.0000e+00
      9.860e-01          6.5000e+02     0.0000e+00
      9.860e-01          6.6000e+02     0.0000e+00
      9.860e-01          6.7000e+02     0.0000e+00
      9.860e-01          6.8000e+02     0.0000e+00
      9.860e-01          6.9000e+02     0.0000e+00

      1.025e+00          4.0000e+02     0.0000e+00
      1.025e+00          4.1000e+02     0.0000e+00
      1.025e+00          4.2000e+02     0.0000e+00
      1.025e+00          4.3000e+02     0.0000e+00
      1.025e+00          4.4000e+02     0.0000e+00
      1.025e+00          4.5000e+02     0.0000e+00
      1.025e+00          4.6000e+02     0.0000e+00
      1.025e+00          4.7000e+02     0.0000e+00
      1.025e+00          4.8000e+02     0.0000e+00
      1.025e+00          4.9000e+02     0.0000e+00
      1.025e+00          5.0000e+02     0.0000e+00
      1.025e+00          5.1000e+02     0.0000e+00
      1.025e+00          5.2000e+02     0.0000e+00
      1.025e+00          5.3000e+02     0.0000e+00
      1.025e+00          5.4000e+02     0.0000e+00
      1.025e+00          5.5000e+02     0.0000e+00
      1.025e+00          5.6000e+02     0.0000e+00
      1.025e+00          5.7000e+02     0.0000e+00
      1.025e+00          5.8000e+02     0.0000e+00
      1.025e+00          5.9000e+02     0.0000e+00
      1.025e+00          6.0000e+02     0.0000e+00
      1.025e+00          6.1000e+02     0.0000e+00
      1.025e+00          6.2000e+02     0.0000e+00
      1.025e+00          6.3000e+02     0.0000e+00
      1.025e+00          6.4000e+02     0.0000e+00
      1.025e+00          6.5000e+02     0.0000e+00
      1.025e+00          6.6000e+02     0.0000e+00
      1.025e+00          6.7000e+02     0.0000e+00
      1.025e+00          6.8000e+02     0.0000e+00
      1.025e+00          6.9000e+02     0.0000e+00

      1.064e+00          4.0000e+02     0.0000e+00
      1.064e+00          4.1000e+02     0.0000e+00
      1.064e+00          4.2000e+02     0.0000e+00
      1.064e+00          4.3000e+02     0.0000e+00
      1.064e+00          4.4000e+02     0.0000e+00
      1.064e+00          4.5000e+02     0.0000e+00
      1.064e+00          4.6000e+02     0.0000e+00
      1.064e+00          4.7000e+02     0.0000e+00
      1.064e+00          4.8000e+02     0.0000e+00
      1.064e+00          4.9000e+02     0.0000e+00
      1.064e+00          5.0000e+02     0.0000e+00
      1.064e+00          5.1000e+02     0.0000e+00
      1.064e+00          5.2000e+02     0.0000e+00
      1.064e+00          5.3000e+02     0.0000e+00
      1.064e+00          5.4000e+02     0.0000e+00
      1.064e+00          5.5000e+02     0.0000e+00
      1.064e+00          5.6000e+02     0.0000e+00
      1.064e+00          5.7000e+02     0.0000e+00
      1.064e+00          5.8000e+02     0.0000e+00
      1.064e+00          5.9000e+02     0.0000e+00
      1.064e+00          6.0000e+02     0.0000e+00
      1.064e+00          6.1000e+02     0.0000e+00
      1.064e+00          6.2000e+02     0.0000e+00
      1.064e+00          6.3000e+02     0.0000e+00
      1.064e+00          6.4000e+02     0.0000e+00
      1.064e+00          6.5000e+02     0.0000e+00
      1.064e+00          6.6000e+02     0.0000e+00
      1.064e+00          6.7000e+02     0.0000e+00
      1.064e+00          6.8000e+02     0.0000e+00
      1.064e+00          6.9000e+02     0.0000e+00

      1.103e+00          4.0000e+02     0.0000e+00
      1.103e+00          4.1000e+02     0.0000e+00
      1.103e+00          4.2000e+02     0.0000e+00
      1.103e+00          4.3000e+02     0.0000e+00
      1.103e+00          4.4000e+02     0.0000e+00
      1.103e+00          4.5000e+02     0.0000e+00
      1.103e+00          4.6000e+02     0.0000e+00
      1.103e+00          4.7000e+02     0.0000e+00
      1.103e+00          4.8000e+02     0.0000e+00
      1.103e+00          4.9000e+02     0.0000e+00
      1.103e+00          5.0000e+02     0.0000e+00
      1.103e+00          5.1000e+02     0.0000e+00
      1.103e+00          5.2000e+02     0.0000e+00
      1.103e+00          5.3000e+02     0.0000e+00
      1.103e+00          5.4000e+02     0.0000e+00
      1.103e+00          5.5000e+02     0.0000e+00
      1.103e+00          5.6000e+02     0.0000e+00
      1.103e+00          5.7000e+02     0.0000e+00
      1.103e+00          5.8000e+02     0.0000e+00
      1.103e+00          5.9000e+02     0.0000e+00
      1.103e+00          6.0000e+02     0.0000e+00
      1.103e+00          6.1000e+02     0.0000e+00
      1.103e+00          6.2000e+02     0.0000e+00
      1.103e+00          6.3000e+02     0.0000e+00
      1.103e+00          6.4000e+02     0.0000e+00
      1.103e+00          6.5000e+02     0.0000e+00
      1.103e+00          6.6000e+02     0.0000e+00
      1.103e+00          6.7000e+02     0.0000e+00
      1.103e+00          6.8000e+02     0.0000e+00
      1.103e+00          6.9000e+02     0.0000e+00

      1.142e+00          4.0000e+02     0.0000e+00
      1.142e+00          4.1000e+02     0.0000e+00
      1.142e+00          4.2000e+02     0.0000e+00
      1.142e+00          4.3000e+02     0.0000e+00
      1.142e+00          4.4000e+02     0.0000e+00
      1.142e+00          4.5000e+02     0.0000e+00
      1.142e+00          4.6000e+02     0.0000e+00
      1.142e+00          4.7000e+02     0.0000e+00
      1.142e+00          4.8000e+02     0.0000e+00
      1.142e+00          4.9000e+02     0.0000e+00
      1.142e+00          5.0000e+02     0.0000e+00
      1.142e+00          5.1000e+02     0.0000e+00
      1.142e+00          5.2000e+02     0.0000e+00
      1.142e+00          5.3000e+02     0.0000e+00
      1.142e+00          5.4000e+02     0.0000e+00
      1.142e+00          5.5000e+02     0.0000e+00
      1.142e+00          5.6000e+02     0.0000e+00
      1.142e+00          5.7000e+02     0.0000e+00
      1.142e+00          5.8000e+02     0.0000e+00
      1.142e+00          5.9000e+02     0.0000e+00
      1.142e+00          6.0000e+02     0.0000e+00
      1.142e+00          6.1000e+02     0.0000e+00
      1.142e+00          6.2000e+02     0.0000e+00
      1.142e+00          6.3000e+02     0.0000e+00
      1.142e+00          6.4000e+02     0.0000e+00
      1.142e+00          6.5000e+02     0.0000e+00
      1.142e+00          6.6000e+02     0.0000e+00
      1.142e+00          6.7000e+02     0.0000e+00
      1.142e+00          6.8000e+02     0.0000e+00
      1.142e+00          6.9000e+02     0.0000e+00

      1.181e+00          4.0000e+02     0.0000e+00
      1.181e+00          4.1000e+02     0.0000e+00
      1.181e+00          4.2000e+02     0.0000e+00
      1.181e+00          4.3000e+02     0.0000e+00
      1.181e+00          4.4000e+02     0.0000e+00
      1.181e+00          4.5000e+02     0.0000e+00
      1.181e+00          4.6000e+02     0.0000e+00
      1.181e+00          4.7000e+02     0.0000e+00
      1.181e+00          4.8000e+02     0.0000e+00
      1.181e+00          4.9000e+02     0.0000e+00
      1.181e+00          5.0000e+02     0.0000e+00
      1.181e+00          5.1000e+02     0.0000e+00
      1.181e+00          5.2000e+02     0.0000e+00
      1.181e+00          5.3000e+02     0.0000e+00
      1.181e+00          5.4000e+02     0.0000e+00
      1.181e+00          5.5000e+02     0.0000e+00
      1.181e+00          5.6000e+02     0.0000e+00
      1.181e+00          5.7000e+02     0.0000e+00
      1.181e+00          5.8000e+02     0.0000e+00
      1.181e+00          5.9000e+02     0.0000e+00
      1.181e+00          6.0000e+02     0.0000e+00
      1.181e+00          6.1000e+02     0.0000e+00
      1.181e+00          6.2000e+02     0.0000e+00
      1.181e+00          6.3000e+02     0.0000e+00
      1.181e+00          6.4000e+02     0.0000e+00
      1.181e+00          6.5000e+02     0.0000e+00
      1.181e+00          6.6000e+02     0.0000e+00
      1.181e+00          6.7000e+02     0.0000e+00
      1.181e+00          6.8000e+02     0.0000e+00
      1.181e+00          6.9000e+02     0.0000e+00

      1.220e+00          4.0000e+02     0.0000e+00
      1.220e+00          4.1000e+02     0.0000e+00
      1.220e+00          4.2000e+02     0.0000e+00
      1.220e+00          4.3000e+02     0.0000e+00
      1.220e+00          4.4000e+02     0.0000e+00
      1.220e+00          4.5000e+02     0.0000e+00
      1.220e+00          4.6000e+02     0.0000e+00
      1.220e+00          4.7000e+02     0.0000e+00
      1.220e+00          4.8000e+02     0.0000e+00
      1.220e+00          4.9000e+02     0.0000e+00
      1.220e+00          5.0000e+02     0.0000e+00
      1.220e+00          5.1000e+02     0.0000e+00
      1.220e+00          5.2000e+02     0.0000e+00
      1.220e+00          5.3000e+02     0.0000e+00
      1.220e+00          5.4000e+02     0.0000e+00
      1.220e+00          5.5000e+02     0.0000e+00
      1.220e+00          5.6000e+02     0.0000e+00
      1.220e+00          5.7000e+02     0.0000e+00
      1.220e+00          5.8000e+02     0.0000e+00
      1.220e+00          5.9000e+02     0.0000e+00
      1.220e+00          6.0000e+02     0.0000e+00
      1.220e+00          6.1000e+02     0.0000e+00
      1.220e+00          6.2000e+02     0.0000e+00
      1.220e+00          6.3000e+02     0.0000e+00
      1.220e+00          6.4000e+02     0.0000e+00
      1.220e+00          6.5000e+02     0.0000e+00
      1.220e+00          6.6000e+02     0.0000e+00
      1.220e+00          6.7000e+02     0.0000e+00
      1.220e+00          6.8000e+02     0.0000e+00
      1.220e+00          6.9000e+02     0.0000e+00

      1.259e+00          4.0000e+02     0.0000e+00
      1.259e+00          4.1000e+02     0.0000e+00
      1.259e+00          4.2000e+02     0.0000e+00
      1.259e+00          4.3000e+02     0.0000e+00
      1.259e+00          4.4000e+02     0.0000e+00
      1.259e+00          4.5000e+02     0.0000e+00
      1.259e+00          4.6000e+02     0.0000e+00
      1.259e+00          4.7000e+02     0.0000e+00
      1.259e+00          4.8000e+02     0.0000e+00
      1.259e+00          4.9000e+02     0.0000e+00
      1.259e+00          5.0000e+02     0.0000e+00
      1.259e+00          5.1000e+02     0.0000e+00
      1.259e+00          5.2000e+02     0.0000e+00
      1.259e+00          5.3000e+02     0.0000e+00
      1.259e+00          5.4000e+02     0.0000e+00
      1.259e+00          5.5000e+02     0.0000e+00
      1.259e+00          5.6000e+02     0.0000e+00
      1.259e+00          5.7000e+02     0.0000e+00
      1.259e+00          5.8000e+02     0.0000e+00
      1.259e+00          5.9000e+02     0.0000e+00
      1.259e+00          6.0000e+02     0.0000e+00
      1.259e+00          6.1000e+02     0.0000e+00
      1.259e+00          6.2000e+02     0.0000e+00
      1.259e+00          6.3000e+02     0.0000e+00
      1.259e+00          6.4000e+02     0.0000e+00
      1.259e+00          6.5000e+02     0.0000e+00
      1.259e+00          6.6000e+02     0.0000e+00
      1.259e+00          6.7000e+02     0.0000e+00
      1.259e+00          6.8000e+02     0.0000e+00
      1.259e+00          6.9000e+02     0.0000e+00

      1.298e+00          4.0000e+02     0.0000e+00
      1.298e+00          4.1000e+02     0.0000e+00
      1.298e+00          4.2000e+02     0.0000e+00
      1.298e+00          4.3000e+02     0.0000e+00
      1.298e+00          4.4000e+02     0.0000e+00
      1.298e+00          4.5000e+02     0.0000e+00
      1.298e+00          4.6000e+02     0.0000e+00
      1.298e+00          4.7000e+02     0.0000e+00
      1.298e+00          4.8000e+02     0.0000e+00
      1.298e+00          4.9000e+02     0.0000e+00
      1.298e+00          5.0000e+02     0.0000e+00
      1.298e+00          5.1000e+02     0.0000e+00
      1.298e+00          5.2000e+02     0.0000e+00
      1.298e+00          5.3000e+02     0.0000e+00
      1.298e+00          5.4000e+02     0.0000e+00
      1.298e+00          5.5000e+02     0.0000e+00
      1.298e+00          5.6000e+02     0.0000e+00
      1.298e+00          5.7000e+02     0.0000e+00
      1.298e+00          5.8000e+02     0.0000e+00
      1.298e+00          5.9000e+02     0.0000e+00
      1.298e+00          6.0000e+02     0.0000e+00
      1.298e+00          6.1000e+02     0.0000e+00
      1.298e+00          6.2000e+02     0.0000e+00
      1.298e+00          6.3000e+02     0.0000e+00
      1.298e+00          6.4000e+02     0.0000e+00
      1.298e+00          6.5000e+02     0.0000e+00
      1.298e+00          6.6000e+02     0.0000e+00
      1.298e+00          6.7000e+02     0.0000e+00
      1.298e+00          6.8000e+02     0.0000e+00
      1.298e+00          6.9000e+02     0.0000e+00

      1.337e+00          4.0000e+02     0.0000e+00
      1.337e+00          4.1000e+02     0.0000e+00
      1.337e+00          4.2000e+02     0.0000e+00
      1.337e+00          4.3000e+02     0.0000e+00
      1.337e+00          4.4000e+02     0.0000e+00
      1.337e+00          4.5000e+02     0.0000e+00
      1.337e+00          4.6000e+02     0.0000e+00
      1.337e+00          4.7000e+02     0.0000e+00
      1.337e+00          4.8000e+02     0.0000e+00
      1.337e+00          4.9000e+02     0.0000e+00
      1.337e+00          5.0000e+02     0.0000e+00
      1.337e+00          5.1000e+02     0.0000e+00
      1.337e+00          5.2000e+02     0.0000e+00
      1.337e+00          5.3000e+02     0.0000e+00
      1.337e+00          5.4000e+02     0.0000e+00
      1.337e+00          5.5000e+02     0.0000e+00
      1.337e+00          5.6000e+02     0.0000e+00
      1.337e+00          5.7000e+02     0.0000e+00
      1.337e+00          5.8000e+02     0.0000e+00
      1.337e+00          5.9000e+02     0.0000e+00
      1.337e+00          6.0000e+02     0.0000e+00
      1.337e+00          6.1000e+02     0.0000e+00
      1.337e+00          6.2000e+02     0.0000e+00
      1.337e+00          6.3000e+02     0.0000e+00
      1.337e+00          6.4000e+02     0.0000e+00
      1.337e+00          6.5000e+02     0.0000e+00
      1.337e+00          6.6000e+02     0.0000e+00
      1.337e+00          6.7000e+02     0.0000e+00
      1.337e+00          6.8000e+02     0.0000e+00
      1.337e+00          6.9000e+02     0.0000e+00

      1.376e+00          4.0000e+02     0.0000e+00
      1.376e+00          4.1000e+02     0.0000e+00
      1.376e+00          4.2000e+02     0.0000e+00
      1.376e+00          4.3000e+02     0.0000e+00
      1.376e+00          4.4000e+02     0.0000e+00
      1.376e+00          4.5000e+02     0.0000e+00
      1.376e+00          4.6000e+02     0.0000e+00
      1.376e+00          4.7000e+02     0.0000e+00
      1.376e+00          4.8000e+02     0.0000e+00
      1.376e+00          4.9000e+02     0.0000e+00
      1.376e+00          5.0000e+02     0.0000e+00
      1.376e+00          5.1000e+02     0.0000e+00
      1.376e+00          5.2000e+02     0.0000e+00
      1.376e+00          5.3000e+02     0.0000e+00
      1.376e+00          5.4000e+02     0.0000e+00
      1.376e+00          5.5000e+02     0.0000e+00
      1.376e+00          5.6000e+02     0.0000e+00
      1.376e+00          5.7000e+02     0.0000e+00
      1.376e+00          5.8000e+02     0.0000e+00
      1.376e+00          5.9000e+02     0.0000e+00
      1.376e+00          6.0000e+02     0.0000e+00
      1.376e+00          6.1000e+02     0.0000e+00
      1.376e+00          6.2000e+02     0.0000e+00
      1.376e+00          6.3000e+02     0.0000e+00
      1.376e+00          6.4000e+02     0.0000e+00
      1.376e+00          6.5000e+02     0.0000e+00
      1.376e+00          6.6000e+02     0.0000e+00
      1.376e+00          6.7000e+02     0.0000e+00
      1.376e+00          6.8000e+02     0.0000e+00
      1.376e+00          6.9000e+02     0.0000e+00

      1.415e+00          4.0000e+02     0.0000e+00
      1.415e+00          4.1000e+02     0.0000e+00
      1.415e+00          4.2000e+02     0.0000e+00
      1.415e+00          4.3000e+02     0.0000e+00
      1.415e+00          4.4000e+02     0.0000e+00
      1.415e+00          4.5000e+02     0.0000e+00
      1.415e+00          4.6000e+02     0.0000e+00
      1.415e+00          4.7000e+02     0.0000e+00
      1.415e+00          4.8000e+02     0.0000e+00
      1.415e+00          4.9000e+02     0.0000e+00
      1.415e+00          5.0000e+02     0.0000e+00
      1.415e+00          5.1000e+02     0.0000e+00
      1.415e+00          5.2000e+02     0.0000e+00
      1.415e+00          5.3000e+02     0.0000e+00
      1.415e+00          5.4000e+02     0.0000e+00
      1.415e+00          5.5000e+02     0.0000e+00
      1.415e+00          5.6000e+02     0.0000e+00
      1.415e+00          5.7000e+02     0.0000e+00
      1.415e+00          5.8000e+02     0.0000e+00
      1.415e+00          5.9000e+02     0.0000e+00
      1.415e+00          6.0000e+02     0.0000e+00
      1.415e+00          6.1000e+02     0.0000e+00
      1.415e+00          6.2000e+02     0.0000e+00
      1.415e+00          6.3000e+02     0.0000e+00
      1.415e+00          6.4000e+02     0.0000e+00
      1.415e+00          6.5000e+02     0.0000e+00
      1.415e+00          6.6000e+02     0.0000e+00
      1.415e+00          6.7000e+02     0.0000e+00
      1.415e+00          6.8000e+02     0.0000e+00
      1.415e+00          6.9000e+02     0.0000e+00

      1.454e+00          4.0000e+02     0.0000e+00
      1.454e+00          4.1000e+02     0.0000e+00
      1.454e+00          4.2000e+02     0.0000e+00
      1.454e+00          4.3000e+02     0.0000e+00
      1.454e+00          4.4000e+02     0.0000e+00
      1.454e+00          4.5000e+02     0.0000e+00
      1.454e+00          4.6000e+02     0.0000e+00
      1.454e+00          4.7000e+02     0.0000e+00
      1.454e+00          4.8000e+02     0.0000e+00
      1.454e+00          4.9000e+02     0.0000e+00
      1.454e+00          5.0000e+02     0.0000e+00
      1.454e+00          5.1000e+02     0.0000e+00
      1.454e+00          5.2000e+02     0.0000e+00
      1.454e+00          5.3000e+02     0.0000e+00
      1.454e+00          5.4000e+02     0.0000e+00
      1.454e+00          5.5000e+02     0.0000e+00
      1.454e+00          5.6000e+02     0.0000e+00
      1.454e+00          5.7000e+02     0.0000e+00
      1.454e+00          5.8000e+02     0.0000e+00
      1.454e+00          5.9000e+02     0.0000e+00
      1.454e+00          6.0000e+02     0.0000e+00
      1.454e+00          6.1000e+02     0.0000e+00
      1.454e+00          6.2000e+02     0.0000e+00
      1.454e+00          6.3000e+02     0.0000e+00
      1.454e+00          6.4000e+02     0.0000e+00
      1.454e+00          6.5000e+02     0.0000e+00
      1.454e+00          6.6000e+02     0.0000e+00
      1.454e+00          6.7000e+02     0.0000e+00
      1.454e+00          6.8000e+02     0.0000e+00
      1.454e+00          6.9000e+02     0.0000e+00

      1.493e+00          4.0000e+02     0.0000e+00
      1.493e+00          4.1000e+02     0.0000e+00
      1.493e+00          4.2000e+02     0.0000e+00
      1.493e+00          4.3000e+02     0.0000e+00
      1.493e+00          4.4000e+02     0.0000e+00
      1.493e+00          4.5000e+02     0.0000e+00
      1.493e+00          4.6000e+02     0.0000e+00
      1.493e+00          4.7000e+02     0.0000e+00
      1.493e+00          4.8000e+02     0.0000e+00
      1.493e+00          4.9000e+02     0.0000e+00
      1.493e+00          5.0000e+02     0.0000e+00
      1.493e+00          5.1000e+02     0.0000e+00
      1.493e+00          5.2000e+02     0.0000e+00
      1.493e+00          5.3000e+02     0.0000e+00
      1.493e+00          5.4000e+02     0.0000e+00
      1.493e+00          5.5000e+02     0.0000e+00
      1.493e+00          5.6000e+02     0.0000e+00
      1.493e+00          5.7000e+02     0.0000e+00
      1.493e+00          5.8000e+02     0.0000e+00
      1.493e+00          5.9000e+02     0.0000e+00
      1.493e+00          6.0000e+02     0.0000e+00
      1.493e+00          6.1000e+02     0.0000e+00
      1.493e+00          6.2000e+02     0.0000e+00
      1.493e+00          6.3000e+02     0.0000e+00
      1.493e+00          6.4000e+02     0.0000e+00
      1.493e+00          6.5000e+02     0.0000e+00
      1.493e+00          6.6000e+02     0.0000e+00
      1.493e+00          6.7000e+02     0.0000e+00
      1.493e+00          6.8000e+02     0.0000e+00
      1.493e+00          6.9000e+02     0.0000e+00

      1.532e+00          4.0000e+02     0.0000e+00
      1.532e+00          4.1000e+02     0.0000e+00
      1.532e+00          4.2000e+02     0.0000e+00
      1.532e+00          4.3000e+02     0.0000e+00
      1.532e+00          4.4000e+02     0.0000e+00
      1.532e+00          4.5000e+02     0.0000e+00
      1.532e+00          4.6000e+02     0.0000e+00
      1.532e+00          4.7000e+02     0.0000e+00
      1.532e+00          4.8000e+02     0.0000e+00
      1.532e+00          4.9000e+02     0.0000e+00
      1.532e+00          5.0000e+02     0.0000e+00
      1.532e+00          5.1000e+02     0.0000e+00
      1.532e+00          5.2000e+02     0.0000e+00
      1.532e+00          5.3000e+02     0.0000e+00
      1.532e+00          5.4000e+02     0.0000e+00
      1.532e+00          5.5000e+02     0.0000e+00
      1.532e+00          5.6000e+02     0.0000e+00
      1.532e+00          5.7000e+02     0.0000e+00
      1.532e+00          5.8000e+02     0.0000e+00
      1.532e+00          5.9000e+02     0.0000e+00
      1.532e+00          6.0000e+02     0.0000e+00
